Recency,Frequency,Monetary,LIFESTAGE,PREMIUM_CUSTOMER
62,3,27.6,RETIREES,Budget
102,1,9.2,RETIREES,Budget
140,3,29.799999999999997,YOUNG SINGLES/COUPLES,Mainstream
24,2,12.8,OLDER SINGLES/COUPLES,Budget
49,2,18.0,OLDER FAMILIES,Budget
26,2,20.6,YOUNG FAMILIES,Mainstream
21,1,7.6,YOUNG FAMILIES,Budget
42,2,20.4,RETIREES,Mainstream
102,2,22.6,MIDAGE SINGLES/COUPLES,Mainstream
69,4,26.5,RETIREES,Premium
12,3,20.799999999999997,OLDER FAMILIES,Mainstream
12,2,17.6,MIDAGE SINGLES/COUPLES,Budget
8,1,10.2,OLDER SINGLES/COUPLES,Budget
123,1,7.8,YOUNG FAMILIES,Premium
45,3,28.8,MIDAGE SINGLES/COUPLES,Premium
62,2,15.5,MIDAGE SINGLES/COUPLES,Premium
86,5,40.6,MIDAGE SINGLES/COUPLES,Budget
104,4,41.0,MIDAGE SINGLES/COUPLES,Mainstream
68,5,46.2,YOUNG FAMILIES,Budget
7,4,40.400000000000006,OLDER SINGLES/COUPLES,Mainstream
31,1,11.4,RETIREES,Mainstream
101,3,22.8,RETIREES,Mainstream
74,5,43.9,YOUNG SINGLES/COUPLES,Mainstream
244,2,12.5,YOUNG SINGLES/COUPLES,Premium
4,2,18.6,MIDAGE SINGLES/COUPLES,Mainstream
13,1,7.2,YOUNG SINGLES/COUPLES,Mainstream
88,4,33.4,OLDER SINGLES/COUPLES,Budget
20,4,30.0,OLDER SINGLES/COUPLES,Budget
249,2,16.0,RETIREES,Budget
5,2,23.2,YOUNG SINGLES/COUPLES,Mainstream
37,4,34.2,RETIREES,Mainstream
5,4,31.200000000000003,RETIREES,Mainstream
101,5,38.9,OLDER SINGLES/COUPLES,Mainstream
66,3,19.2,NEW FAMILIES,Premium
91,2,17.0,RETIREES,Premium
7,2,16.6,OLDER SINGLES/COUPLES,Budget
33,8,53.6,OLDER SINGLES/COUPLES,Budget
19,2,20.6,RETIREES,Mainstream
6,7,55.900000000000006,OLDER SINGLES/COUPLES,Budget
129,3,28.200000000000003,MIDAGE SINGLES/COUPLES,Mainstream
73,2,13.6,OLDER SINGLES/COUPLES,Mainstream
0,5,34.5,YOUNG SINGLES/COUPLES,Premium
5,2,16.799999999999997,RETIREES,Mainstream
235,1,10.2,OLDER SINGLES/COUPLES,Budget
33,5,42.0,YOUNG SINGLES/COUPLES,Budget
166,3,27.2,OLDER SINGLES/COUPLES,Budget
2,4,33.3,YOUNG FAMILIES,Premium
65,2,15.8,RETIREES,Premium
18,3,22.2,YOUNG SINGLES/COUPLES,Mainstream
77,1,3.7,YOUNG SINGLES/COUPLES,Budget
110,2,18.4,RETIREES,Budget
60,4,32.8,OLDER SINGLES/COUPLES,Mainstream
10,8,63.4,OLDER FAMILIES,Mainstream
33,4,36.0,OLDER FAMILIES,Mainstream
3,4,22.8,RETIREES,Mainstream
113,1,8.4,YOUNG SINGLES/COUPLES,Mainstream
17,3,19.5,RETIREES,Budget
10,3,28.6,YOUNG FAMILIES,Premium
66,4,33.400000000000006,YOUNG FAMILIES,Mainstream
159,2,17.799999999999997,YOUNG SINGLES/COUPLES,Budget
81,1,10.2,YOUNG SINGLES/COUPLES,Mainstream
165,2,18.0,YOUNG FAMILIES,Budget
29,3,28.6,RETIREES,Premium
246,1,6.6,RETIREES,Premium
64,3,21.0,OLDER SINGLES/COUPLES,Premium
161,2,18.200000000000003,MIDAGE SINGLES/COUPLES,Premium
35,5,47.2,YOUNG SINGLES/COUPLES,Mainstream
52,2,13.200000000000001,RETIREES,Premium
10,4,30.9,RETIREES,Premium
126,3,26.8,OLDER SINGLES/COUPLES,Mainstream
104,3,26.4,OLDER SINGLES/COUPLES,Mainstream
26,4,33.0,MIDAGE SINGLES/COUPLES,Mainstream
36,4,30.5,YOUNG FAMILIES,Budget
46,3,20.7,YOUNG FAMILIES,Premium
99,1,11.4,RETIREES,Mainstream
103,3,26.0,RETIREES,Budget
18,6,43.2,RETIREES,Premium
196,1,8.4,OLDER FAMILIES,Budget
6,2,18.4,RETIREES,Premium
30,1,9.2,RETIREES,Mainstream
176,4,35.0,OLDER SINGLES/COUPLES,Mainstream
5,3,21.6,OLDER SINGLES/COUPLES,Premium
31,3,24.8,NEW FAMILIES,Mainstream
148,2,20.4,OLDER SINGLES/COUPLES,Mainstream
112,2,19.4,MIDAGE SINGLES/COUPLES,Premium
105,4,34.7,NEW FAMILIES,Mainstream
47,3,23.4,YOUNG FAMILIES,Budget
29,4,35.900000000000006,OLDER SINGLES/COUPLES,Premium
66,2,16.6,RETIREES,Mainstream
42,5,38.1,OLDER FAMILIES,Budget
22,2,16.799999999999997,YOUNG SINGLES/COUPLES,Mainstream
118,2,14.8,OLDER SINGLES/COUPLES,Budget
20,6,49.0,YOUNG FAMILIES,Budget
98,5,31.299999999999997,OLDER FAMILIES,Premium
67,2,14.7,YOUNG SINGLES/COUPLES,Mainstream
55,4,33.0,NEW FAMILIES,Premium
28,4,37.6,OLDER SINGLES/COUPLES,Premium
7,4,34.3,RETIREES,Mainstream
58,4,35.0,RETIREES,Mainstream
33,3,29.4,YOUNG SINGLES/COUPLES,Mainstream
19,4,40.2,OLDER SINGLES/COUPLES,Premium
1,1,11.4,YOUNG SINGLES/COUPLES,Budget
9,4,31.0,OLDER SINGLES/COUPLES,Premium
177,4,32.8,MIDAGE SINGLES/COUPLES,Premium
49,4,36.800000000000004,NEW FAMILIES,Mainstream
28,5,47.8,OLDER FAMILIES,Budget
99,3,26.200000000000003,YOUNG SINGLES/COUPLES,Mainstream
214,2,15.799999999999999,OLDER FAMILIES,Mainstream
143,1,10.8,YOUNG FAMILIES,Premium
4,3,28.400000000000002,OLDER SINGLES/COUPLES,Budget
42,2,21.4,RETIREES,Premium
132,6,47.8,RETIREES,Mainstream
266,1,8.4,OLDER FAMILIES,Mainstream
39,2,16.6,RETIREES,Premium
203,1,10.2,MIDAGE SINGLES/COUPLES,Mainstream
22,5,41.0,YOUNG FAMILIES,Mainstream
77,5,44.8,OLDER FAMILIES,Budget
4,1,10.8,MIDAGE SINGLES/COUPLES,Mainstream
191,1,9.2,MIDAGE SINGLES/COUPLES,Budget
15,5,41.8,OLDER SINGLES/COUPLES,Budget
76,6,47.300000000000004,OLDER SINGLES/COUPLES,Premium
67,4,35.0,OLDER SINGLES/COUPLES,Mainstream
125,4,36.4,OLDER SINGLES/COUPLES,Premium
48,4,34.400000000000006,YOUNG SINGLES/COUPLES,Budget
12,1,8.8,YOUNG FAMILIES,Mainstream
212,1,6.6,RETIREES,Budget
57,4,33.0,OLDER SINGLES/COUPLES,Mainstream
33,4,38.400000000000006,MIDAGE SINGLES/COUPLES,Mainstream
85,1,9.2,RETIREES,Premium
36,3,23.0,OLDER FAMILIES,Premium
85,3,29.4,RETIREES,Budget
33,3,29.4,NEW FAMILIES,Budget
236,2,13.8,MIDAGE SINGLES/COUPLES,Mainstream
93,2,17.6,OLDER SINGLES/COUPLES,Budget
57,3,28.8,YOUNG SINGLES/COUPLES,Mainstream
100,3,25.0,MIDAGE SINGLES/COUPLES,Mainstream
2,6,51.400000000000006,YOUNG SINGLES/COUPLES,Mainstream
247,1,11.4,OLDER SINGLES/COUPLES,Budget
216,4,30.4,OLDER SINGLES/COUPLES,Budget
62,4,37.0,OLDER FAMILIES,Budget
55,4,29.799999999999997,OLDER FAMILIES,Budget
0,3,22.4,YOUNG FAMILIES,Budget
64,3,25.6,OLDER SINGLES/COUPLES,Premium
50,5,46.0,MIDAGE SINGLES/COUPLES,Mainstream
109,2,19.4,NEW FAMILIES,Budget
129,3,27.6,YOUNG FAMILIES,Mainstream
57,3,30.0,RETIREES,Mainstream
41,2,14.200000000000001,RETIREES,Premium
75,5,39.8,OLDER SINGLES/COUPLES,Premium
1,5,38.6,OLDER SINGLES/COUPLES,Mainstream
74,2,19.6,RETIREES,Budget
32,3,23.4,OLDER SINGLES/COUPLES,Mainstream
32,3,26.0,YOUNG SINGLES/COUPLES,Budget
188,2,18.4,YOUNG SINGLES/COUPLES,Mainstream
212,3,25.1,YOUNG SINGLES/COUPLES,Budget
253,1,11.8,YOUNG SINGLES/COUPLES,Budget
26,6,48.6,OLDER FAMILIES,Budget
46,6,53.2,OLDER SINGLES/COUPLES,Budget
102,3,25.8,YOUNG SINGLES/COUPLES,Mainstream
73,2,18.4,YOUNG FAMILIES,Budget
227,1,5.9,OLDER SINGLES/COUPLES,Budget
109,1,7.6,OLDER FAMILIES,Budget
0,1,7.6,YOUNG FAMILIES,Premium
3,10,82.8,OLDER FAMILIES,Mainstream
224,1,4.2,YOUNG SINGLES/COUPLES,Mainstream
51,5,43.599999999999994,RETIREES,Budget
243,1,8.8,YOUNG SINGLES/COUPLES,Premium
0,6,51.6,RETIREES,Budget
3,8,65.7,YOUNG FAMILIES,Budget
8,3,26.0,OLDER SINGLES/COUPLES,Mainstream
100,2,16.2,RETIREES,Premium
59,4,36.6,YOUNG SINGLES/COUPLES,Mainstream
33,4,34.2,OLDER FAMILIES,Mainstream
50,5,47.4,RETIREES,Mainstream
0,4,31.4,MIDAGE SINGLES/COUPLES,Mainstream
30,3,24.6,OLDER FAMILIES,Budget
229,2,16.799999999999997,NEW FAMILIES,Premium
66,6,50.2,OLDER FAMILIES,Budget
155,1,10.8,YOUNG FAMILIES,Mainstream
107,1,7.4,YOUNG SINGLES/COUPLES,Mainstream
16,2,18.0,RETIREES,Mainstream
133,2,18.4,MIDAGE SINGLES/COUPLES,Mainstream
88,2,22.2,RETIREES,Premium
18,3,25.8,NEW FAMILIES,Mainstream
99,7,57.6,OLDER FAMILIES,Premium
36,6,47.4,OLDER SINGLES/COUPLES,Budget
29,6,50.6,OLDER FAMILIES,Budget
177,2,14.8,OLDER SINGLES/COUPLES,Budget
78,5,47.0,MIDAGE SINGLES/COUPLES,Budget
139,4,34.6,YOUNG FAMILIES,Budget
35,5,46.8,YOUNG FAMILIES,Budget
21,2,15.2,YOUNG SINGLES/COUPLES,Mainstream
7,5,35.1,RETIREES,Budget
182,2,15.799999999999999,NEW FAMILIES,Premium
10,2,18.0,YOUNG SINGLES/COUPLES,Mainstream
80,4,38.0,OLDER SINGLES/COUPLES,Mainstream
82,5,40.599999999999994,OLDER FAMILIES,Budget
58,4,36.6,RETIREES,Budget
8,4,36.0,OLDER SINGLES/COUPLES,Budget
81,3,26.0,RETIREES,Mainstream
40,5,40.8,YOUNG FAMILIES,Premium
63,4,33.2,YOUNG FAMILIES,Premium
41,8,72.6,YOUNG FAMILIES,Mainstream
11,5,40.6,RETIREES,Mainstream
67,1,13.0,OLDER SINGLES/COUPLES,Mainstream
33,2,13.2,NEW FAMILIES,Budget
101,4,38.0,RETIREES,Mainstream
5,5,40.0,OLDER FAMILIES,Premium
14,5,48.8,OLDER FAMILIES,Budget
20,5,43.4,OLDER SINGLES/COUPLES,Premium
143,2,22.200000000000003,OLDER FAMILIES,Budget
43,3,30.4,OLDER FAMILIES,Mainstream
89,2,21.0,OLDER FAMILIES,Premium
65,4,34.800000000000004,OLDER FAMILIES,Budget
66,7,50.9,RETIREES,Mainstream
64,2,18.4,YOUNG SINGLES/COUPLES,Budget
2,8,65.6,OLDER FAMILIES,Budget
60,3,33.0,MIDAGE SINGLES/COUPLES,Premium
194,1,10.8,OLDER FAMILIES,Budget
17,4,33.7,YOUNG SINGLES/COUPLES,Mainstream
9,2,16.200000000000003,RETIREES,Mainstream
18,2,19.0,NEW FAMILIES,Mainstream
204,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
82,2,15.799999999999999,MIDAGE SINGLES/COUPLES,Mainstream
102,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
25,2,16.799999999999997,OLDER FAMILIES,Premium
38,6,53.0,OLDER FAMILIES,Mainstream
147,2,17.4,OLDER FAMILIES,Mainstream
19,7,58.800000000000004,MIDAGE SINGLES/COUPLES,Premium
9,2,19.4,OLDER SINGLES/COUPLES,Mainstream
209,1,7.4,RETIREES,Premium
22,3,29.799999999999997,MIDAGE SINGLES/COUPLES,Mainstream
38,2,17.0,RETIREES,Budget
56,2,15.8,RETIREES,Mainstream
11,2,15.2,OLDER FAMILIES,Budget
60,3,26.799999999999997,RETIREES,Premium
77,5,45.4,OLDER SINGLES/COUPLES,Budget
13,8,88.4,YOUNG FAMILIES,Budget
41,1,7.4,OLDER SINGLES/COUPLES,Mainstream
32,5,45.2,RETIREES,Premium
87,2,16.799999999999997,YOUNG SINGLES/COUPLES,Mainstream
189,1,10.8,YOUNG SINGLES/COUPLES,Mainstream
20,7,62.400000000000006,YOUNG FAMILIES,Mainstream
50,2,16.200000000000003,MIDAGE SINGLES/COUPLES,Premium
156,1,10.8,RETIREES,Budget
153,2,20.0,MIDAGE SINGLES/COUPLES,Budget
102,3,22.2,MIDAGE SINGLES/COUPLES,Premium
79,3,31.0,YOUNG FAMILIES,Budget
185,3,23.6,OLDER SINGLES/COUPLES,Premium
25,6,54.0,OLDER SINGLES/COUPLES,Premium
50,5,41.8,NEW FAMILIES,Budget
27,6,58.6,OLDER FAMILIES,Budget
113,3,23.200000000000003,RETIREES,Mainstream
2,4,31.799999999999997,OLDER SINGLES/COUPLES,Budget
25,4,39.2,YOUNG FAMILIES,Budget
76,2,15.8,OLDER SINGLES/COUPLES,Budget
72,3,23.2,OLDER FAMILIES,Budget
11,5,44.6,MIDAGE SINGLES/COUPLES,Mainstream
120,1,8.4,RETIREES,Premium
236,2,13.0,YOUNG SINGLES/COUPLES,Mainstream
202,1,8.6,OLDER FAMILIES,Premium
74,5,42.4,OLDER FAMILIES,Mainstream
59,3,30.4,OLDER FAMILIES,Mainstream
23,5,52.6,RETIREES,Budget
32,7,73.2,OLDER SINGLES/COUPLES,Premium
24,2,16.799999999999997,OLDER FAMILIES,Budget
112,3,26.8,MIDAGE SINGLES/COUPLES,Mainstream
82,5,45.0,YOUNG SINGLES/COUPLES,Mainstream
38,8,58.699999999999996,OLDER FAMILIES,Budget
7,6,52.0,RETIREES,Budget
20,3,24.0,MIDAGE SINGLES/COUPLES,Mainstream
12,4,35.0,YOUNG SINGLES/COUPLES,Premium
110,3,30.2,RETIREES,Budget
8,5,51.6,RETIREES,Mainstream
43,6,53.2,OLDER SINGLES/COUPLES,Premium
136,2,20.0,YOUNG SINGLES/COUPLES,Budget
151,1,7.6,OLDER SINGLES/COUPLES,Mainstream
155,2,18.200000000000003,YOUNG SINGLES/COUPLES,Budget
162,4,38.0,RETIREES,Premium
1,3,23.8,YOUNG SINGLES/COUPLES,Mainstream
50,3,20.900000000000002,OLDER SINGLES/COUPLES,Premium
90,4,28.6,RETIREES,Premium
30,3,27.2,RETIREES,Premium
112,2,15.4,OLDER SINGLES/COUPLES,Budget
33,4,32.199999999999996,RETIREES,Budget
132,2,13.5,RETIREES,Budget
131,2,20.0,OLDER SINGLES/COUPLES,Premium
102,2,14.600000000000001,YOUNG SINGLES/COUPLES,Premium
35,3,25.6,YOUNG SINGLES/COUPLES,Mainstream
37,5,44.0,YOUNG FAMILIES,Premium
9,5,42.6,RETIREES,Mainstream
145,3,27.4,OLDER SINGLES/COUPLES,Mainstream
22,2,16.0,YOUNG FAMILIES,Premium
80,2,18.6,YOUNG SINGLES/COUPLES,Mainstream
188,1,8.4,YOUNG SINGLES/COUPLES,Mainstream
88,1,11.4,YOUNG SINGLES/COUPLES,Budget
5,4,39.2,RETIREES,Mainstream
52,2,19.0,OLDER FAMILIES,Budget
31,5,39.5,MIDAGE SINGLES/COUPLES,Mainstream
8,3,24.0,YOUNG SINGLES/COUPLES,Mainstream
159,1,9.2,OLDER SINGLES/COUPLES,Mainstream
13,5,42.6,OLDER SINGLES/COUPLES,Mainstream
56,3,21.4,RETIREES,Mainstream
0,5,38.0,OLDER FAMILIES,Budget
4,2,18.6,NEW FAMILIES,Budget
104,3,22.799999999999997,YOUNG SINGLES/COUPLES,Mainstream
38,4,31.1,OLDER SINGLES/COUPLES,Mainstream
45,3,31.4,OLDER FAMILIES,Mainstream
111,1,9.2,OLDER FAMILIES,Mainstream
111,2,18.4,YOUNG SINGLES/COUPLES,Budget
51,2,16.6,YOUNG FAMILIES,Budget
121,3,30.8,YOUNG FAMILIES,Budget
28,6,49.800000000000004,OLDER SINGLES/COUPLES,Budget
46,3,26.6,RETIREES,Budget
2,4,39.2,YOUNG SINGLES/COUPLES,Mainstream
18,3,29.8,MIDAGE SINGLES/COUPLES,Premium
201,2,16.4,YOUNG FAMILIES,Premium
109,6,52.2,OLDER FAMILIES,Premium
6,4,36.0,OLDER SINGLES/COUPLES,Mainstream
14,6,50.8,OLDER SINGLES/COUPLES,Mainstream
134,2,21.6,MIDAGE SINGLES/COUPLES,Mainstream
22,3,19.700000000000003,YOUNG FAMILIES,Budget
88,2,19.0,OLDER FAMILIES,Budget
79,3,23.599999999999998,OLDER FAMILIES,Premium
175,2,19.6,NEW FAMILIES,Budget
84,2,15.0,YOUNG SINGLES/COUPLES,Mainstream
29,2,19.200000000000003,RETIREES,Mainstream
82,3,27.6,NEW FAMILIES,Mainstream
53,5,44.4,OLDER SINGLES/COUPLES,Budget
120,4,34.0,RETIREES,Mainstream
148,2,16.5,OLDER SINGLES/COUPLES,Premium
262,1,7.8,OLDER SINGLES/COUPLES,Mainstream
124,2,15.2,MIDAGE SINGLES/COUPLES,Budget
132,1,7.6,YOUNG SINGLES/COUPLES,Mainstream
9,5,42.7,OLDER SINGLES/COUPLES,Budget
12,2,20.4,NEW FAMILIES,Mainstream
109,2,14.299999999999999,YOUNG SINGLES/COUPLES,Premium
37,3,29.6,RETIREES,Mainstream
91,3,24.4,YOUNG SINGLES/COUPLES,Budget
1,1,9.2,RETIREES,Mainstream
115,5,38.8,YOUNG FAMILIES,Mainstream
47,4,37.2,YOUNG SINGLES/COUPLES,Mainstream
30,4,34.6,OLDER FAMILIES,Premium
16,2,18.0,YOUNG SINGLES/COUPLES,Mainstream
6,8,72.2,YOUNG SINGLES/COUPLES,Budget
3,5,38.8,YOUNG SINGLES/COUPLES,Mainstream
142,2,19.6,RETIREES,Mainstream
24,4,34.400000000000006,YOUNG SINGLES/COUPLES,Mainstream
0,6,51.6,RETIREES,Premium
153,1,7.6,MIDAGE SINGLES/COUPLES,Mainstream
216,2,16.6,RETIREES,Budget
170,2,17.4,RETIREES,Mainstream
181,1,10.8,YOUNG FAMILIES,Mainstream
33,3,24.8,RETIREES,Budget
13,4,35.8,YOUNG FAMILIES,Mainstream
46,7,64.0,MIDAGE SINGLES/COUPLES,Mainstream
129,3,29.6,OLDER SINGLES/COUPLES,Budget
31,6,50.400000000000006,OLDER SINGLES/COUPLES,Budget
33,2,14.8,YOUNG SINGLES/COUPLES,Mainstream
10,4,36.8,MIDAGE SINGLES/COUPLES,Mainstream
96,1,7.6,OLDER SINGLES/COUPLES,Mainstream
89,2,16.0,YOUNG SINGLES/COUPLES,Mainstream
41,3,28.6,OLDER SINGLES/COUPLES,Mainstream
155,1,11.4,YOUNG SINGLES/COUPLES,Budget
249,1,11.4,OLDER SINGLES/COUPLES,Budget
0,8,76.0,OLDER FAMILIES,Mainstream
96,2,14.2,OLDER FAMILIES,Budget
0,5,44.8,RETIREES,Mainstream
177,5,50.8,OLDER SINGLES/COUPLES,Mainstream
43,4,37.6,RETIREES,Premium
148,2,16.6,MIDAGE SINGLES/COUPLES,Premium
38,4,39.800000000000004,OLDER SINGLES/COUPLES,Premium
204,2,17.799999999999997,RETIREES,Premium
2,6,50.3,OLDER FAMILIES,Budget
108,1,7.6,YOUNG FAMILIES,Mainstream
12,5,49.199999999999996,RETIREES,Budget
43,1,7.6,OLDER FAMILIES,Premium
78,5,45.2,OLDER FAMILIES,Budget
139,4,39.0,YOUNG SINGLES/COUPLES,Budget
80,4,31.6,RETIREES,Mainstream
162,2,15.2,YOUNG SINGLES/COUPLES,Mainstream
33,5,38.2,MIDAGE SINGLES/COUPLES,Premium
244,3,25.6,RETIREES,Mainstream
125,2,20.200000000000003,YOUNG FAMILIES,Budget
163,4,38.6,YOUNG SINGLES/COUPLES,Mainstream
1,2,16.0,YOUNG FAMILIES,Premium
16,2,17.0,NEW FAMILIES,Premium
15,3,27.0,YOUNG SINGLES/COUPLES,Budget
0,3,23.0,OLDER SINGLES/COUPLES,Premium
14,4,34.2,NEW FAMILIES,Mainstream
83,1,8.8,OLDER SINGLES/COUPLES,Budget
231,2,20.0,YOUNG SINGLES/COUPLES,Mainstream
28,2,16.200000000000003,OLDER SINGLES/COUPLES,Mainstream
43,5,47.0,OLDER SINGLES/COUPLES,Mainstream
81,7,68.7,OLDER SINGLES/COUPLES,Budget
119,2,16.799999999999997,RETIREES,Mainstream
60,4,27.3,YOUNG SINGLES/COUPLES,Premium
10,4,36.0,YOUNG SINGLES/COUPLES,Budget
15,4,35.400000000000006,RETIREES,Budget
105,3,26.0,RETIREES,Premium
72,2,19.4,MIDAGE SINGLES/COUPLES,Mainstream
46,4,35.6,RETIREES,Premium
52,1,7.2,OLDER SINGLES/COUPLES,Mainstream
14,3,33.6,YOUNG SINGLES/COUPLES,Budget
258,1,7.4,RETIREES,Premium
16,4,33.6,OLDER FAMILIES,Mainstream
29,4,32.2,RETIREES,Budget
57,2,22.200000000000003,MIDAGE SINGLES/COUPLES,Mainstream
119,4,35.4,OLDER FAMILIES,Budget
19,3,17.8,OLDER FAMILIES,Premium
5,3,23.200000000000003,YOUNG SINGLES/COUPLES,Mainstream
29,4,32.2,RETIREES,Mainstream
25,5,39.6,YOUNG SINGLES/COUPLES,Mainstream
233,2,18.200000000000003,NEW FAMILIES,Budget
85,2,16.2,OLDER FAMILIES,Budget
84,5,46.599999999999994,MIDAGE SINGLES/COUPLES,Mainstream
15,3,28.799999999999997,NEW FAMILIES,Mainstream
50,1,10.2,YOUNG SINGLES/COUPLES,Mainstream
150,4,33.3,RETIREES,Premium
85,1,11.4,OLDER FAMILIES,Budget
75,1,9.2,OLDER FAMILIES,Premium
84,3,26.0,RETIREES,Budget
180,1,7.2,RETIREES,Mainstream
126,4,39.8,MIDAGE SINGLES/COUPLES,Premium
99,2,14.399999999999999,RETIREES,Budget
43,3,28.0,OLDER SINGLES/COUPLES,Mainstream
142,3,28.4,YOUNG SINGLES/COUPLES,Budget
0,4,30.400000000000002,OLDER FAMILIES,Premium
59,6,49.4,YOUNG FAMILIES,Budget
237,2,20.6,YOUNG SINGLES/COUPLES,Mainstream
37,2,16.6,RETIREES,Mainstream
36,2,18.4,RETIREES,Mainstream
77,3,23.6,RETIREES,Mainstream
92,4,34.4,OLDER SINGLES/COUPLES,Mainstream
49,4,32.6,YOUNG SINGLES/COUPLES,Mainstream
111,1,9.2,YOUNG FAMILIES,Premium
109,4,37.6,OLDER SINGLES/COUPLES,Premium
8,4,34.0,YOUNG SINGLES/COUPLES,Mainstream
21,4,34.4,RETIREES,Mainstream
94,3,25.0,RETIREES,Premium
4,1,10.8,RETIREES,Premium
2,2,14.8,YOUNG FAMILIES,Mainstream
18,6,57.4,OLDER FAMILIES,Budget
61,6,47.800000000000004,MIDAGE SINGLES/COUPLES,Budget
41,2,15.4,YOUNG SINGLES/COUPLES,Mainstream
2,2,21.8,OLDER FAMILIES,Budget
15,7,59.199999999999996,OLDER SINGLES/COUPLES,Premium
221,2,13.0,RETIREES,Budget
157,1,6.6,OLDER FAMILIES,Budget
6,3,25.2,OLDER SINGLES/COUPLES,Budget
148,1,9.2,OLDER SINGLES/COUPLES,Budget
11,4,34.4,YOUNG FAMILIES,Premium
11,6,46.2,RETIREES,Mainstream
105,6,55.400000000000006,OLDER SINGLES/COUPLES,Mainstream
192,2,14.8,YOUNG SINGLES/COUPLES,Mainstream
167,1,10.2,OLDER FAMILIES,Mainstream
0,3,27.200000000000003,RETIREES,Mainstream
22,8,67.4,YOUNG FAMILIES,Mainstream
38,3,26.4,RETIREES,Premium
5,5,42.0,MIDAGE SINGLES/COUPLES,Budget
0,4,24.4,OLDER SINGLES/COUPLES,Budget
23,3,23.599999999999998,OLDER SINGLES/COUPLES,Mainstream
2,4,37.2,MIDAGE SINGLES/COUPLES,Mainstream
99,3,24.0,RETIREES,Mainstream
50,3,27.0,RETIREES,Mainstream
42,4,40.6,YOUNG SINGLES/COUPLES,Mainstream
91,3,25.6,OLDER SINGLES/COUPLES,Mainstream
128,5,37.300000000000004,OLDER SINGLES/COUPLES,Premium
145,1,9.2,OLDER SINGLES/COUPLES,Premium
56,4,36.6,OLDER SINGLES/COUPLES,Premium
173,2,14.0,OLDER SINGLES/COUPLES,Budget
56,1,3.4,OLDER FAMILIES,Mainstream
80,1,6.0,OLDER FAMILIES,Budget
42,2,9.5,MIDAGE SINGLES/COUPLES,Premium
5,1,7.2,OLDER SINGLES/COUPLES,Premium
69,1,7.6,RETIREES,Budget
149,1,3.4,YOUNG SINGLES/COUPLES,Premium
249,1,9.2,YOUNG SINGLES/COUPLES,Mainstream
193,2,12.8,OLDER SINGLES/COUPLES,Mainstream
230,1,7.6,MIDAGE SINGLES/COUPLES,Mainstream
178,1,5.8,YOUNG SINGLES/COUPLES,Budget
112,2,8.6,YOUNG SINGLES/COUPLES,Premium
155,1,10.8,OLDER SINGLES/COUPLES,Mainstream
84,2,14.600000000000001,YOUNG SINGLES/COUPLES,Premium
85,1,9.2,MIDAGE SINGLES/COUPLES,Mainstream
83,2,17.6,YOUNG SINGLES/COUPLES,Mainstream
188,1,6.0,MIDAGE SINGLES/COUPLES,Budget
260,1,6.6,YOUNG SINGLES/COUPLES,Mainstream
142,1,5.2,RETIREES,Budget
101,2,11.0,OLDER FAMILIES,Budget
132,1,6.6,RETIREES,Budget
32,1,5.1,OLDER SINGLES/COUPLES,Mainstream
130,2,12.600000000000001,MIDAGE SINGLES/COUPLES,Premium
73,2,10.6,YOUNG SINGLES/COUPLES,Premium
76,2,16.200000000000003,OLDER FAMILIES,Budget
139,1,5.4,YOUNG SINGLES/COUPLES,Mainstream
8,2,10.2,RETIREES,Budget
5,1,13.0,OLDER FAMILIES,Mainstream
92,2,12.8,YOUNG SINGLES/COUPLES,Mainstream
179,1,10.8,YOUNG FAMILIES,Mainstream
171,2,15.2,NEW FAMILIES,Mainstream
257,1,6.6,OLDER SINGLES/COUPLES,Budget
94,2,7.7,NEW FAMILIES,Mainstream
123,1,7.8,YOUNG FAMILIES,Budget
164,1,7.2,NEW FAMILIES,Premium
270,1,10.8,RETIREES,Mainstream
26,1,3.8,YOUNG SINGLES/COUPLES,Mainstream
195,1,5.4,NEW FAMILIES,Mainstream
193,1,7.8,OLDER SINGLES/COUPLES,Budget
36,2,9.2,RETIREES,Budget
16,2,13.0,OLDER SINGLES/COUPLES,Premium
60,1,4.8,YOUNG FAMILIES,Budget
238,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
265,1,5.4,OLDER SINGLES/COUPLES,Budget
6,2,18.4,YOUNG SINGLES/COUPLES,Mainstream
9,1,5.2,MIDAGE SINGLES/COUPLES,Budget
150,1,9.2,OLDER SINGLES/COUPLES,Budget
100,2,11.6,YOUNG SINGLES/COUPLES,Mainstream
142,1,6.6,OLDER FAMILIES,Mainstream
56,1,8.8,YOUNG FAMILIES,Premium
115,1,9.2,RETIREES,Mainstream
200,1,6.0,YOUNG FAMILIES,Premium
170,1,5.2,OLDER FAMILIES,Mainstream
39,2,12.4,MIDAGE SINGLES/COUPLES,Premium
7,2,7.9,RETIREES,Mainstream
75,2,11.600000000000001,YOUNG FAMILIES,Premium
249,2,13.6,OLDER FAMILIES,Budget
121,3,24.0,YOUNG SINGLES/COUPLES,Mainstream
13,3,22.0,OLDER FAMILIES,Budget
134,2,10.399999999999999,NEW FAMILIES,Mainstream
65,1,5.4,YOUNG SINGLES/COUPLES,Premium
